-3.2060375213623047	-0.041360512375831604	1.0
-0.06313983350992203	-2.7938072681427	1.0
-0.011365559883415699	-4.482844829559326	1.0
-6.554638385772705	-0.0014245114289224148	1.0
-3.1995134353637695	-0.04163695499300957	1.0
-0.006198102608323097	-5.086609363555908	1.0
-0.011838420294225216	-4.442317962646484	1.0
-0.011034037917852402	-4.512282371520996	1.0
-4.831122398376465	-0.008009552024304867	1.0
-0.032667260617017746	-3.437670946121216	1.0
-6.04305362701416	-0.0023771205451339483	1.0
-4.060285568237305	-0.017394505441188812	1.0
-4.830918312072754	-0.008011192083358765	1.0
-3.6137242317199707	-0.02732113189995289	1.0
-0.026116641238331795	-3.658212423324585	1.0
-2.9376931190490723	-0.05444332957267761	1.0
-0.03627173602581024	-3.3347976207733154	1.0
-0.03865411877632141	-3.272366762161255	1.0
-2.528249740600586	-0.08316267281770706	1.0
-4.060334205627441	-0.017393650487065315	1.0
-2.112614154815674	-0.12888100743293762	1.0
-4.9094648361206055	-0.007403776049613953	1.0
-0.0017641386948525906	-6.3409743309021	1.0
-3.4550564289093018	-0.032095108181238174	1.0
-0.00012410306953825057	-8.994460105895996	1.0
