-0.0037720450200140476	-5.582023620605469	1.0
-5.542227745056152	-0.0039254832081496716	1.0
-5.928988456726074	-0.0026647192426025867	1.0
-4.649757385253906	-0.009609952569007874	1.0
-0.022429397329688072	-3.8085763454437256	1.0
-4.6096601486206055	-0.010005084797739983	1.0
-0.009991868399083614	-4.61097526550293	1.0
-0.020331867039203644	-3.905714750289917	1.0
-0.010574120096862316	-4.554628372192383	1.0
-6.400609016418457	-0.0016619263915345073	1.0
-0.0027559681329876184	-5.895364284515381	1.0
-6.642165184020996	-0.0013050510315224528	1.0
-0.01258596871048212	-4.3814592361450195	1.0
-0.007857225835323334	-4.850247859954834	1.0
-8.284940719604492	-0.00025231955805793405	1.0
-0.004980306141078472	-5.304753303527832	1.0
-6.22914981842041	-0.001973072299733758	1.0
-7.0153398513793945	-0.0008984039886854589	1.0
-7.0820136070251465	-0.0008404331165365875	1.0
-0.022092098370194435	-3.823560953140259	1.0
-0.002053050557151437	-6.189455032348633	1.0
-0.0006978442543186247	-7.2678632736206055	1.0
-5.53258752822876	-0.003963584545999765	1.0
-6.893182277679443	-0.0010151948081329465	1.0
-4.115078926086426	-0.01645936816930771	1.0
